Airline,Entity,Positive Mentions,Negative Mentions,Total Mentions,Average Sentiment
Qatar Airways,MAD-DOH,1,0,1,0.7351
Qatar Airways,the cake & heart decoration,1,0,1,0.9837
Qatar Airways,Auckland to Heathrow,1,0,1,0.9916
Qatar Airways,Cathay Pacific's,1,0,1,0.9938
Qatar Airways,cake & cheese board,1,0,1,0.9673
Qatar Airways,Barcelona FC,1,0,1,0.9785
Qatar Airways,ORD-DOH-DEL,1,0,1,0.9984
Qatar Airways,O'Hare,1,0,1,0.9984
Qatar Airways,The Air France/KLM,1,0,1,0.9984
Qatar Airways,Qatars A350,1,0,1,0.8988
Qatar Airways,Dubai World Central  Airport,1,0,1,0.9801
Qatar Airways,Lounge,1,0,1,0.8106
Qatar Airways,XL,1,0,1,0.8313
Qatar Airways,MCT-DOH,1,0,1,0.9802
Qatar Airways,DOH-TRV,1,0,1,0.9802
Qatar Airways,Five Star,1,0,1,0.9802
Qatar Airways,C24,1,0,1,0.9489
Qatar Airways,Tokyo Haneda,2,0,2,0.9819500000000001
Qatar Airways,Japan Airlines,2,0,2,0.9819500000000001
Qatar Airways,Dammam-Doha,1,0,1,0.9421
Qatar Airways,Doha-Dammam,1,0,1,0.9421
Qatar Airways,Verified Review| Munich to Colombo,1,0,1,0.9918
Qatar Airways,LATAM Brasil A350,1,0,1,0.9918
Qatar Airways,Verified Review|,3,1,4,0.5930249999999999
Qatar Airways,Terminal,2,0,2,0.9836
Qatar Airways,Gate R-18,1,0,1,0.9887
Qatar Airways,Qatar Airways Ground Services,1,0,1,0.9887
Qatar Airways,B77W,2,0,2,0.96685
Qatar Airways,CRK,1,0,1,0.9607
Qatar Airways,Modern Family and Friends on Oryx,1,0,1,0.9607
Qatar Airways,GYD - DOH,0,1,1,-0.7722
Qatar Airways,BKK - DOH,0,1,1,-0.7722
Qatar Airways,Milan Seat 2K,1,0,1,0.6771
Qatar Airways,Sauternes,1,0,1,0.9948
Qatar Airways,Qatar Airways Business,1,0,1,0.9633
Qatar Airways,Business Class,1,0,1,0.7726
Qatar Airways,Flight Service,1,0,1,0.7726
Qatar Airways,USD,1,0,1,0.9785
Qatar Airways,CMB-DOH,1,0,1,0.8859
Qatar Airways,Copenhagen - Doha - Kuala Lumpur,1,0,1,0.9925
Qatar Airways,Lahore A330,0,1,1,-0.5613
Qatar Airways,MNL,1,0,1,0.9503
Qatar Airways,Nobu,1,0,1,0.9774
Qatar Airways,Business/Economy,1,0,1,0.9911
Qatar Airways,the Oneworld / Silver,1,0,1,0.9875
Qatar Airways,Etihad Airways,1,0,1,0.9813
Qatar Airways,Qatar Airways Business Class,2,0,2,0.8871
Qatar Airways,Buenos Aires,0,1,1,-0.802
Qatar Airways,since3,1,0,1,0.8655
Qatar Airways,iPod,1,0,1,0.9889
Qatar Airways,Adelaide to Oslo,1,0,1,0.9834
Qatar Airways,Barcelona,1,0,1,0.9834
Qatar Airways,CPH-DOH-BKK,1,0,1,0.9696
Qatar Airways,OSL,1,0,1,0.9696
Qatar Airways,HEL,1,0,1,0.9696
Qatar Airways,ARN,1,0,1,0.9696
Qatar Airways,Slimline,1,0,1,0.982
Qatar Airways,PNH,2,0,2,0.90205
Qatar Airways,TSA,1,0,1,0.9883
Qatar Airways,Thai Airways Lounge,1,0,1,0.9673
Qatar Airways,PIA,1,0,1,0.9755
Qatar Airways,Delta,1,0,1,0.9874
Qatar Airways,AF,2,0,2,0.9657500000000001
Qatar Airways,KWI,1,3,4,-0.4682
Qatar Airways,Google,1,0,1,0.9663
Qatar Airways,Billecart-Salon,1,0,1,0.9909
Qatar Airways,Terminal 4 Heathrow,2,0,2,0.9921
Qatar Airways,CAI-DOH,1,0,1,0.929
Qatar Airways,DOH-CMB,1,0,1,0.929
Qatar Airways,KL,1,2,3,-0.20193333333333338
Qatar Airways,Pleasant,1,0,1,0.97
Qatar Airways,ex-Doha,1,0,1,0.9829
Qatar Airways,TG,1,0,1,0.9725
Qatar Airways,TXL,2,0,2,0.8686
Qatar Airways,Royal Jordanian,1,0,1,0.7429
Qatar Airways,OW Sapphire,0,1,1,-0.9803
Qatar Airways,Verified Review| Cape Town,1,0,1,0.9557
Qatar Airways,Seoul Incheon,2,0,2,0.78905
Qatar Airways,Bank,1,0,1,0.8074
Qatar Airways,Qatar Airways A320 Economy Class,1,0,1,0.964
Qatar Airways,the Qatar Airways A350 Business Class,1,0,1,0.9589
Qatar Airways,MUC,0,1,1,-0.7717
Qatar Airways,Qatar Airways A320 Business Class,1,0,1,0.9242
Qatar Airways,GUI,1,0,1,0.883
Qatar Airways,DPS,1,0,1,0.974
Qatar Airways,McDonalds,1,0,1,0.9868
Qatar Airways,Premium Economy,1,0,1,0.9893
Qatar Airways,Boots,1,0,1,0.9893
Qatar Airways,Suffice,1,0,1,0.9893
Qatar Airways,wasta,1,0,1,0.9893
Qatar Airways,HAN-CPH,1,0,1,0.9872
Qatar Airways,european Business Lounges,1,0,1,0.9453
Qatar Airways,the Air Canada Star Gold Lounge,1,0,1,0.9453
Qatar Airways,Al Maha Airways,1,0,1,0.9453
Qatar Airways,Airbus B77W,0,1,1,-0.8398
Qatar Airways,Araliya,1,0,1,0.9945
Qatar Airways,the Business Class Lounge,2,0,2,0.9945
Qatar Airways,Armani,4,0,4,0.9646250000000001
Qatar Airways,TIF,1,0,1,0.9946
Qatar Airways,Food,1,0,1,0.9946
Qatar Airways,QA - Airbus,0,1,1,-0.6963
Qatar Airways,LHR-LAX,1,0,1,0.9907
Qatar Airways,the Maple Leaf Lounge,1,0,1,0.9834
Qatar Airways,Movenpick Towers,1,0,1,0.9838
Qatar Airways,Stockholm Arlanda,1,0,1,0.9496
Qatar Airways,LHR Terminal,1,0,1,0.9729
Qatar Airways,Pisa to Auckland via Doha,1,1,2,-0.40095
Qatar Airways,Haagen,1,0,1,0.8883
Qatar Airways,Orange Juice,1,0,1,0.9246
Qatar Airways,the Sydney-Auckland,0,1,1,-0.8791
Qatar Airways,Hyderabad,0,1,1,-0.9079
Qatar Airways,the Burger King,1,0,1,0.9961
Qatar Airways,PVG,1,0,1,0.7678
Qatar Airways,PVG-DOH,2,0,2,0.7678
Qatar Airways,e.g. DOH-CPH,1,0,1,0.8465
Qatar Airways,CGK-DOH,1,0,1,0.9848
Qatar Airways,Qatar Airways A340,1,0,1,0.9802
Qatar Airways,Privilege Club Platinum,0,1,1,-0.9534
Qatar Airways,DCA,0,1,1,-0.9534
Qatar Airways,BOS,0,1,1,-0.9534
Qatar Airways,MIA,0,1,1,-0.9534
Qatar Airways,ORD,0,1,1,-0.9534
Qatar Airways,QR728,0,1,1,-0.9534
Qatar Airways,MAN,2,0,2,0.9577
Qatar Airways,MAN to,1,0,1,0.9826
Qatar Airways,SriLankan Airlines,1,0,1,0.9923
Qatar Airways,Dusseldorf,0,1,1,-0.9439
Qatar Airways,Eurostar,0,2,2,-0.9439
Qatar Airways,Suvarnabhumi,1,0,1,0.9888
Qatar Airways,British Airways - no,0,1,1,-0.6792
Qatar Airways,Sao Paolo,1,0,1,0.8929
Qatar Airways,JED,1,0,1,0.9109
Qatar Airways,MCT,1,0,1,0.9543
Qatar Airways,NZ Sauvignon Blanc,1,0,1,0.1779
Qatar Airways,Qatar Airways 3,0,1,1,-0.4767
Qatar Airways,Hamad International Airport,1,0,1,0.8074
Qatar Airways,MXP-DOH,1,0,1,0.9756
Qatar Airways,DOH-CPT,1,0,1,0.9756
Qatar Airways,CPT-DOH,1,0,1,0.9756
Qatar Airways,Japan Airlines First/Premium Sakura,1,0,1,0.9916
Qatar Airways,Oneworld Elite,1,0,1,0.9802
Qatar Airways,Cathay Airways,1,0,1,0.9802
Qatar Airways,Dragonair,1,0,1,0.9802
Qatar Airways,Aer Lingus,1,0,1,0.9501
Qatar Airways,ATH-DOH-BKK,1,0,1,0.9693
Qatar Airways,GRU-DOH,1,0,1,0.951
Qatar Airways,QR059,1,0,1,0.9835
Qatar Airways,Flew Frankfurt,1,0,1,0.7906
Qatar Airways,Swissport Aspire,0,1,1,-0.8729
Qatar Airways,Jaquart,1,0,1,0.9603
Qatar Airways,the B77W. Qatar Airways,1,0,1,0.9565
Qatar Airways,The Sky Lounge Bar,1,0,1,0.9095
Qatar Airways,I.,0,1,1,-0.4389
Qatar Airways,Noi Bai International Airport,1,0,1,0.8639
Qatar Airways,NIA Business Lounge,1,0,1,0.8639
Qatar Airways,the Immigration Checks,1,0,1,0.9801
Qatar Airways,the PAGS Lounge,1,0,1,0.9801
Qatar Airways,Cathay Pacific Lounge,1,0,1,0.9801
Qatar Airways,CX Lounge,1,0,1,0.9801
Qatar Airways,theQatar Airways,1,0,1,0.9801
Qatar Airways,In-Flight Service,1,0,1,0.9801
Qatar Airways,Oneworld Ruby,1,0,1,0.9964
Qatar Airways,orange juice,1,0,1,0.9502
Qatar Airways,Dilmah,1,0,1,0.9928
Qatar Airways,British Airways Club,1,0,1,0.9459
United Airlines,United Airlines,286,268,555,0.051455315315315275
United Airlines,United,1138,843,1986,0.14038731117824846
United Airlines,Premium Economy Class,1,0,1,0.9924
United Airlines,Polaris Business Class,1,0,1,0.9924
United Airlines,State College,2,0,2,0.6214
United Airlines,FL,7,1,8,0.6272875
United Airlines,United App,1,0,1,0.6214
United Airlines,the United Front Desk,1,0,1,0.6214
United Airlines,Verified|   Pilot,1,0,1,0.6046
United Airlines,Wrexham,1,0,1,0.9803
United Airlines,Polaris Lounge,1,0,1,0.9803
United Airlines,Spirit Airlines,5,4,9,-0.012355555555555552
United Airlines,Frontier,14,6,20,0.2414300000000001
United Airlines,Spirit,12,13,25,-0.08679999999999997
United Airlines,Delta,38,33,71,0.05554929577464788
United Airlines,NEVER,1,2,3,-0.029733333333333334
United Airlines,Boeing,12,1,13,0.7547538461538461
United Airlines,American Airlines,18,17,35,0.05844857142857143
United Airlines,Upfront,0,1,1,-0.97
United Airlines,united airline,2,0,2,0.7988500000000001
United Airlines,NEEDED,1,0,1,0.853
United Airlines,COVID-19,7,6,13,0.18257692307692303
United Airlines,TSA,19,10,29,0.3363379310344828
United Airlines,MacBook,1,0,1,0.9852
United Airlines,the Toala Brand,1,0,1,0.9852
United Airlines,Eurowings,8,0,8,0.9414999999999998
United Airlines,Lincoln,4,0,4,0.9415
United Airlines,the United rep,1,0,1,0.9415
United Airlines,GPS,1,0,1,0.9415
United Airlines,the United Airlines Baggage Unit,1,0,1,0.9415
United Airlines,MSP,1,1,2,0.20835000000000004
United Airlines,United Airline,9,8,17,0.10138823529411767
United Airlines,Customer Services,0,2,2,-0.8153
United Airlines,United Airline Agents,1,0,1,0.3107
United Airlines,Air Hostess Susie,1,0,1,0.8316
United Airlines,delta airlines,1,0,1,0.8821
United Airlines,NJ,4,8,12,-0.2673666666666666
United Airlines,Amtrak,0,1,1,-0.2074
United Airlines,WI,0,2,2,-0.8988499999999999
United Airlines,Worst,12,46,58,-0.5061120689655172
United Airlines,ORD,24,9,33,0.3835848484848486
United Airlines,Flying United,0,1,1,-0.9846
United Airlines,united airlines,1,7,8,-0.553075
United Airlines,UA,56,64,120,-0.07846333333333337
United Airlines,Lufthansa,18,25,43,-0.03309302325581395
United Airlines,LOT,1,0,1,0.9408
United Airlines,Air France,1,0,1,0.9408
United Airlines,FLL,1,6,7,-0.48364285714285715
United Airlines,Emirate,0,1,1,-0.9501
United Airlines,Newark Liberty Airport,1,0,1,0.959
United Airlines,Gate,2,1,3,0.2643333333333333
United Airlines,Air New Zealand,5,3,8,0.2581875
United Airlines,Raleigh-Durham,0,1,1,-0.9699
United Airlines,IAD Dulles,0,1,1,-0.6028
United Airlines,Newark Penn Station,0,1,1,-0.6028
United Airlines,UBER,0,2,2,-0.732
United Airlines,YVR,1,9,10,-0.24835
United Airlines,ASD,0,1,1,-0.8538
United Airlines,LAX,28,20,48,0.21528541666666665
United Airlines,Newark NJ,1,9,10,-0.70541
United Airlines,SFO,67,39,106,0.3100849056603773
United Airlines,Layover,1,0,1,0.7479
United Airlines,UA 918,1,1,2,0.24955
United Airlines,IAD,4,7,11,-0.10702727272727279
United Airlines,LHR,4,2,6,0.40809999999999996
United Airlines,Polaris,6,5,11,0.20518181818181816
United Airlines,Terrible Customer Service,0,1,1,-0.8708
United Airlines,DEN,18,5,23,0.5319000000000002
United Airlines,SBY,2,0,2,0.9891
United Airlines,the scan code for a,0,1,1,-0.968
United Airlines,United club,1,0,1,0.6715
United Airlines,Star,1,0,1,0.6715
United Airlines,Star Alliance Priority Baggage,1,0,1,0.6715
United Airlines,SYD,3,0,3,0.9960666666666667
United Airlines,Polaris Business,3,0,3,0.9847
United Airlines,ANC,2,0,2,0.9945
United Airlines,Reservations,1,0,1,0.9945
United Airlines,Club,1,0,1,0.9945
United Airlines,DONE,1,0,1,0.9945
United Airlines,Hawaiian Airlines,2,0,2,0.88325
United Airlines,LAS,1,0,1,0.9927
United Airlines,SHE CAN'T HELP US,1,0,1,0.7202
United Airlines,UNITED AIRLINES,2,1,3,0.2693
United Airlines,THE WHOLE TIME,1,0,1,0.7202
United Airlines,AirFrance,0,1,1,-0.2523
United Airlines,Swiss Air,3,0,3,0.8588333333333332
United Airlines,Swiss Air's,2,0,2,0.953
United Airlines,United Airline’s,1,0,1,0.9892
United Airlines,SQ,1,0,1,0.9287
United Airlines,TPE,1,0,1,0.9287
United Airlines,United Polaris,1,3,4,-0.199
United Airlines,Saks Fifth Avenue,1,0,1,0.9287
United Airlines,WIFI,2,4,6,-0.14201666666666665
United Airlines,Original,0,2,2,-0.8795999999999999
United Airlines,ZERO,0,1,1,-0.8267
United Airlines,USB C,0,1,1,-0.5859
United Airlines,USB,1,5,6,-0.41914999999999997
United Airlines,Cozumel CZM,0,1,1,-0.6407
United Airlines,CMH,0,5,5,-0.85828
United Airlines,LAX United,0,1,1,-0.5984
United Airlines,EWR,22,9,31,0.3568451612903226
United Airlines,PHX,2,1,3,0.08416666666666665
United Airlines,United Airplane,1,0,1,0.9973
United Airlines,TIME,0,1,1,-0.2846
United Airlines,FAA,1,5,6,-0.31884999999999997
United Airlines,Premium Economy,2,0,2,0.8977999999999999
United Airlines,United Club,11,1,12,0.6196416666666666
United Airlines,Chicago O'Hare,2,2,4,0.2515
United Airlines,Syracuse,1,0,1,0.9684
United Airlines,UNITED,2,1,3,0.31716666666666665
United Airlines,United Baggage Claim,1,0,1,0.8525
United Airlines,United Mileage Plus,2,0,2,0.81775
United Airlines,United Customer Care,4,0,4,0.8609249999999999
United Airlines,gate,2,1,3,0.13343333333333332
United Airlines,Chase,1,2,3,-0.27666666666666667
United Airlines,Chase Travel,0,1,1,-0.9059
United Airlines,Automated,0,1,1,-0.9059
United Airlines,Air Canada,24,13,37,0.23570540540540535
United Airlines,MCT,1,0,1,0.4536
United Airlines,IAH Houston,1,0,1,0.9655
United Airlines,Chicken,1,0,1,0.9234
United Airlines,CUN,1,1,2,0.0761
United Airlines,IAH,19,5,24,0.570825
United Airlines,DFW,2,2,4,0.34295
United Airlines,T-Mobile Wireless,1,0,1,0.8012
United Airlines,PIT,4,0,4,0.9845
United Airlines,NWK,1,0,1,0.9845
United Airlines,another United Club,1,0,1,0.9845
United Airlines,the United Club,3,1,4,0.7046
United Airlines,HNL,1,0,1,0.9845
United Airlines,Polaris Club,0,1,1,-0.4939
United Airlines,United First,2,1,3,0.44963333333333333
United Airlines,BRU,0,1,1,-0.5448
United Airlines,Desmoines,0,1,1,-0.5448
United Airlines,Premium Eco,0,1,1,-0.5448
United Airlines,DOT,1,1,2,0.04744999999999999
United Airlines,FSD,1,0,1,0.7962
United Airlines,GEG,1,1,2,0.15465
United Airlines,AVML,2,0,2,0.5925
United Airlines,the United Airlines,3,2,5,0.15974000000000002
United Airlines,B19,3,0,3,0.781
United Airlines,C30,1,0,1,0.4992
United Airlines,Frontier Airlines,2,0,2,0.86195
United Airlines,the United Customer Service,1,2,3,-0.2172666666666667
United Airlines,AVP,0,1,1,-0.9258
United Airlines,me &,0,1,1,-0.9258
United Airlines,Star Alliance,2,8,10,-0.15256999999999993
United Airlines,Florence,0,2,2,-0.9873
United Airlines,United/Air Canada’s,0,1,1,-0.9873
United Airlines,us & were,1,0,1,0.9779
United Airlines,United 2268,1,0,1,0.9819
United Airlines,Lyndsey & Leanne,1,0,1,0.9819
United Airlines,Terminal C,3,1,4,0.4962499999999999
United Airlines,Homeland Security,1,0,1,0.9432
United Airlines,GPT,2,0,2,0.9851
United Airlines,the Canadian Transportation Agency,0,1,1,-0.4633
United Airlines,MCO,3,4,7,-0.17265714285714293
United Airlines,UA816,1,0,1,0.7451
United Airlines,2.40pm,0,1,1,-0.9732
United Airlines,United‘s,1,0,1,0.9871
United Airlines,Wi-Fi,1,0,1,0.9871
United Airlines,United!,1,0,1,0.9913
United Airlines,SYD Australia,1,0,1,0.9992
United Airlines,Airbus,2,1,3,0.31429999999999997
United Airlines,ANA,9,1,10,0.6989599999999999
United Airlines,Walmart,1,0,1,0.2617
United Airlines,Mileage,1,0,1,0.9558
United Airlines,UAL,2,4,6,-0.24988333333333335
United Airlines,SFO United,0,1,1,-0.9304
United Airlines,APP,1,2,3,-0.3236
United Airlines,RDU,2,3,5,0.07984
United Airlines,united club,1,0,1,0.7105
United Airlines,Nationwide,1,0,1,0.9796
United Airlines,SC,4,1,5,0.55652
United Airlines,PHL,1,1,2,-0.36025
United Airlines,KOA,3,0,3,0.4693333333333333
United Airlines,Kauai,0,1,1,-0.9482
United Airlines,Benadryl,0,1,1,-0.9482
United Airlines,Icelandair,0,1,1,-0.1706
United Airlines,Paris CDG,1,1,2,-0.11574999999999996
United Airlines,Air Algerie,0,1,1,-0.9892
United Airlines,NONSTOP,1,0,1,0.7963
United Airlines,DELTA,1,0,1,0.7963
United Airlines,OIA,0,1,1,-0.1608
United Airlines,time &,1,0,1,0.4483
United Airlines,USA &,0,1,1,-0.8593
United Airlines,wheelchair assistance & united,0,1,1,-0.8593
United Airlines,New York &,0,1,1,-0.8593
United Airlines,cried & I,0,1,1,-0.8593
United Airlines,Delta - Bear,0,1,1,-0.5155
United Airlines,ETC,0,4,4,-0.8798
United Airlines,Customer,3,4,7,-0.07002857142857144
United Airlines,Department,0,1,1,-0.884
United Airlines,the International Terminal,0,1,1,-0.5876
United Airlines,CT,0,1,1,-0.8207
United Airlines,4B,0,1,1,-0.8048
United Airlines,Rochester,0,1,1,-0.9417
United Airlines,Ford,0,1,1,-0.0387
United Airlines,FYI,1,0,1,0.5718
United Airlines,JetBlue,4,5,9,-0.1014222222222222
United Airlines,Taxi,0,1,1,-0.5178
United Airlines,Terminal A.,1,0,1,0.5982
United Airlines,Terminal A!,1,0,1,0.5982
United Airlines,United Baggage Counter Service 3 TIMES,0,1,1,-0.6634
United Airlines,Baggage Counter Service,0,1,1,-0.6634
United Airlines,United Baggage,0,2,2,-0.40825
United Airlines,TLV,0,3,3,-0.8892666666666665
United Airlines,ATL,5,0,5,0.42539999999999994
United Airlines,"Aalborg, Europe",1,0,1,0.1524
United Airlines,Aalborg,1,0,1,0.1524
United Airlines,LGA,3,2,5,0.19014
United Airlines,United Customer Service,1,2,3,0.09059999999999997
United Airlines,the united airlines,1,0,1,0.9393
United Airlines,SNA TO Newark,0,1,1,-0.7043
United Airlines,SNA,1,3,4,-0.38755000000000006
United Airlines,MEL,3,0,3,0.9927333333333334
United Airlines,CLT,1,1,2,0.3831
United Airlines,AVL,1,0,1,0.9906
United Airlines,United 7,0,1,1,-0.8655
United Airlines,Boston-Newark,1,0,1,0.9376
United Airlines,Air Passenger Protection Regulations,1,0,1,0.9376
United Airlines,APPR,1,0,1,0.9376
United Airlines,Boston Marathon,1,0,1,0.9376
United Airlines,Extortionary Luggage Fees,1,0,1,0.1531
United Airlines,United airlines,5,1,6,0.39365
United Airlines,FAQ,1,0,1,0.1125
United Airlines,United Airlines',1,0,1,0.5707
United Airlines,C United Airlines,1,0,1,0.9627
United Airlines,the United Lounges - this,0,1,1,-0.7736
United Airlines,United Lounge,2,1,3,0.19693333333333332
United Airlines,Continental,1,2,3,-0.21763333333333332
United Airlines,the United/Continental,0,1,1,-0.6566
United Airlines,Speedy Luggage Services,1,0,1,0.993
United Airlines,United Polaris Business Class,1,0,1,0.9095
United Airlines,Swiss Business Class,1,0,1,0.9095
United Airlines,Aer Lingus Business Class,1,0,1,0.9095
United Airlines,Qatar Airways,1,0,1,0.9095
United Airlines,United Polaris Business,1,0,1,0.9095
United Airlines,Burbank,4,1,5,0.5198600000000001
United Airlines,the Amazing Polaris,1,0,1,0.9692
United Airlines,CDG,1,1,2,0.39415
United Airlines,AC,2,1,3,0.42729999999999996
United Airlines,Star Gold,1,0,1,0.9952
United Airlines,BART,1,0,1,0.9952
United Airlines,Thai Airways Gold,1,0,1,0.9952
United Airlines,JAL,1,1,2,0.05275000000000002
United Airlines,WORST,0,1,1,-0.9012
United Airlines,Flew Pittsburgh,0,1,1,-0.7269
United Airlines,TLH,3,0,3,0.7745000000000001
United Airlines,Fly United,1,2,3,-0.3477666666666666
United Airlines,LHR-SFO-,1,0,1,0.9882
United Airlines,KON,1,0,1,0.9882
United Airlines,IAH-LAX,1,0,1,0.915
United Airlines,Group 4,0,1,1,-0.9371
United Airlines,Group 3,0,1,1,-0.9371
United Airlines,10:40AM,0,1,1,-0.8658
United Airlines,newark airport,1,0,1,0.7868
United Airlines,Delay,0,1,1,-0.7607
United Airlines,Communication,0,1,1,-0.6308
United Airlines,PAD,1,0,1,0.9944
United Airlines,United Airlines Podium,1,0,1,0.4678
United Airlines,the Customer Service,1,0,1,0.8512
United Airlines,Insult,1,0,1,0.7896
United Airlines,Baltimore Washington International,1,0,1,0.519
United Airlines,Customs,1,0,1,0.519
United Airlines,Ground,1,0,1,0.519
United Airlines,Dear UAL Marketing Team,0,1,1,-0.7663
United Airlines,Expedia SG,0,1,1,-0.9626
United Airlines,Air,0,1,1,-0.9626
United Airlines,Google,0,3,3,-0.5589333333333334
United Airlines,Kalispell,1,1,2,0.00269999999999998
United Airlines,C26,0,1,1,-0.9251
United Airlines,C1,0,1,1,-0.9251
United Airlines,"Delta, Jetblue",0,1,1,-0.1638
United Airlines,Pasta,0,1,1,-0.9801
United Airlines,SLC,4,0,4,0.759225
United Airlines,United Air,0,1,1,-0.9115
United Airlines,Great Falls,0,2,2,-0.3569
United Airlines,SAT,1,0,1,0.83
United Airlines,BWI,6,4,10,0.31290999999999997
United Airlines,DIA,6,1,7,0.6634000000000001
United Airlines,United Express UA4720,1,0,1,0.9592
United Airlines,Texts,1,0,1,0.9592
United Airlines,United Express,4,1,5,0.5852999999999999
United Airlines,Delta/KLM,0,1,1,-0.8729
United Airlines,US Airlines,0,1,1,-0.6489
United Airlines,Captain,2,0,2,0.8805499999999999
United Airlines,air Canada,0,1,1,-0.8157
United Airlines,United I,0,1,1,-0.8157
United Airlines,Denver & Washington DC,1,0,1,0.9753
United Airlines,United airlines Economy Plus,0,1,1,-0.5423
United Airlines,Navy,0,1,1,-0.6773
United Airlines,WhatsApp,1,0,1,0.9844
United Airlines,PE,2,0,2,0.90425
United Airlines,DTW,1,0,1,0.9501
United Airlines,MLI,0,1,1,-0.649
United Airlines,Denver RED EYE,1,0,1,0.2263
United Airlines,Dallas RED EYE,1,0,1,0.2263
United Airlines,the Lufthansa Lounge,1,0,1,0.8348
United Airlines,Passport Control,1,0,1,0.8348
United Airlines,Terminal B,1,0,1,0.8348
United Airlines,American Air,1,0,1,0.6731
United Airlines,Rio,2,1,3,-0.02146666666666665
United Airlines,Melbourne & I,0,1,1,-0.8426
United Airlines,ALWAYS,0,2,2,-0.7412
United Airlines,Etihad Airways,0,1,1,-0.9465
United Airlines,Singapore Airlines,2,2,4,-0.09587500000000002
United Airlines,SIA,0,1,1,-0.9465
United Airlines,XNA,2,0,2,0.8031
United Airlines,AR,1,0,1,0.8031
United Airlines,"Montrose, CO",1,0,1,0.8031
United Airlines,NY,2,5,7,-0.21031428571428573
United Airlines,International,1,0,1,0.9906
United Airlines,China Southern,1,0,1,0.9906
United Airlines,Air India,1,2,3,0.046000000000000006
United Airlines,Indian Airlines,1,0,1,0.9906
United Airlines,Jet Airways,1,0,1,0.9906
United Airlines,British Airways,2,1,3,0.32270000000000004
United Airlines,united delta,1,0,1,0.5436
United Airlines,PBI &,0,1,1,-0.9705
United Airlines,REFUND,0,1,1,-0.9705
United Airlines,ORD-LNK,0,1,1,-0.784
United Airlines,Dusseldorf,0,1,1,-0.9423
United Airlines,United Airlines Offers,0,1,1,-0.7115
United Airlines,UAL Management,0,1,1,-0.7115
United Airlines,Star Alliance Gold,0,3,3,-0.30016666666666664
United Airlines,Burlington,0,1,1,-0.2598
United Airlines,MIA,2,0,2,0.9957
United Airlines,Need,0,1,1,-0.8693
United Airlines,Brutal,0,1,1,-0.8271
United Airlines,sec,1,0,1,0.9077
United Airlines,the Louvre Museum,0,1,1,-0.6749
United Airlines,Turnpike,1,0,1,0.3177
United Airlines,united,2,1,3,0.45493333333333325
United Airlines,UA 9312,0,1,1,-0.1809
United Airlines,United Customer Care Team,0,1,1,-0.1809
United Airlines,Plane,1,1,2,-0.1382
United Airlines,Customer Service,3,5,8,-0.23505
United Airlines,Cheaply,0,1,1,-0.656
United Airlines,Syracuse NY,0,2,2,-0.96375
United Airlines,Engine,1,0,1,0.2294
United Airlines,ZRH,2,0,2,0.95785
United Airlines,COVID,16,9,25,0.32679600000000003
United Airlines,United Airways Ground Service Attendants,1,0,1,0.9889
United Airlines,AMERICAN EXPRESS,1,0,1,0.9889
United Airlines,AIR CANADA,1,0,1,0.9889
United Airlines,SAD,1,0,1,0.9889
United Airlines,E77 YVR-LAX,1,0,1,0.9889
United Airlines,Airline System,1,0,1,0.9889
United Airlines,SURELY,1,0,1,0.9889
United Airlines,Airlines,1,0,1,0.9889
United Airlines,CUSTOMER,1,0,1,0.9889
United Airlines,TX,3,2,5,0.25389999999999996
United Airlines,Quality Inn,0,2,2,-0.8868
United Airlines,United/SkyWest,0,1,1,-0.6084
United Airlines,COS,0,1,1,-0.6084
United Airlines,PS This,1,0,1,0.7256
United Airlines,BZN-SFO,0,1,1,-0.9712
United Airlines,SFO-SYD,0,1,1,-0.9712
United Airlines,FRA,4,2,6,0.28423333333333334
United Airlines,AMEX,0,1,1,-0.2633
United Airlines,no United Club,1,0,1,0.9744
United Airlines,the Alaska Lounge,1,0,1,0.9744
United Airlines,Pensacola,0,6,6,-0.7975
United Airlines,BZN,1,0,1,0.926
United Airlines,Jackson Wyoming,1,0,1,0.9812
United Airlines,RCF,1,0,1,0.8555
United Airlines,AZ,2,0,2,0.9294500000000001
United Airlines,CO,3,0,3,0.8287333333333334
United Airlines,B55,1,0,1,0.9219
United Airlines,B94,1,0,1,0.9219
United Airlines,Moab Express,1,0,1,0.9219
United Airlines,Alaska Airline,1,0,1,0.7447
United Airlines,United CC,1,0,1,0.9819
United Airlines,O'Hare,3,1,4,0.31125
United Airlines,KIV,1,0,1,0.2732
United Airlines,Cabo,5,0,5,0.73644
United Airlines,United Chicago,1,0,1,0.9062
United Airlines,AI,1,0,1,0.9062
United Airlines,the Paris Charles de Gaulle,0,1,1,-0.9207
United Airlines,I.,2,3,5,-0.18905999999999998
United Airlines,European Airlines,1,0,1,0.1072
United Airlines,Southwest Airlines,1,3,4,-0.22122499999999998
United Airlines,GS,0,1,1,-0.96
United Airlines,PlusPoints,0,1,1,-0.96
United Airlines,OKC,0,4,4,-0.9001250000000001
United Airlines,Laural,1,0,1,0.9714
United Airlines,Tucson,0,1,1,-0.8591
United Airlines,Durango,1,4,5,-0.26868
United Airlines,4:19pm,0,1,1,-0.8273
United Airlines,Lihue Hawaii,1,0,1,0.636
United Airlines,FIFO,0,1,1,-0.9101
United Airlines,Facility,0,1,1,-0.4812
